Participant,GSR Mean,GSR SD,GSR Range,Clip,Label,Label_Name
110,9.671483573990768,0.8158498525262878,3.297023943613839,4,1,"Low Arousal, High Valence"
110,7.578306506967135,0.7928643698615857,3.671040708907454,5,0,"High Arousal, High Valence"
110,10.651355225276752,0.7004054158383044,3.924494665876569,6,3,"High Arousal, Low Valence"
110,9.715530043243158,1.2227755234486564,6.406400252088263,7,1,"Low Arousal, High Valence"
110,6.503047216865576,0.6406667853110588,3.7554648167361995,8,2,"Low Arousal, Low Valence"
110,6.768402511677229,0.41614038475012505,2.0018324336127353,9,2,"Low Arousal, Low Valence"
110,7.874754793786564,0.5952820090601154,2.861947595855902,10,0,"High Arousal, High Valence"
110,11.026732560211835,1.1627470815718968,5.335191332795834,11,3,"High Arousal, Low Valence"
110,8.384295723885153,0.7673175109975833,3.427535244722458,12,3,"High Arousal, Low Valence"
111,9.812156456388763,1.2497539074913553,4.143295696428208,0,4,Baseline
111,14.136830270708844,0.42602369051443506,2.159982941533997,1,1,"Low Arousal, High Valence"
111,12.1987930073425,0.686339458187416,2.4058356105717085,2,2,"Low Arousal, Low Valence"
111,14.645510833282355,0.47618627319123197,2.237598041399952,3,0,"High Arousal, High Valence"
111,13.032763134416347,0.249050549475798,1.3030310935769087,4,1,"Low Arousal, High Valence"
111,15.213583374232803,0.28603852190698603,1.2170350525615667,5,0,"High Arousal, High Valence"
111,15.865469697247752,1.5251563440566505,5.077849683178142,6,3,"High Arousal, Low Valence"
111,13.978656790507213,0.3761160939102147,2.2108822269619655,7,1,"Low Arousal, High Valence"
111,11.12898384797351,0.394438274191476,1.971384583006273,8,2,"Low Arousal, Low Valence"
111,13.399978773476619,0.6719171296178073,2.908457273567109,9,2,"Low Arousal, Low Valence"
111,15.650202965182627,0.8356186500874813,3.628185625852854,10,0,"High Arousal, High Valence"
111,12.156163763332337,0.6205748306300334,1.8016319410847572,11,3,"High Arousal, Low Valence"
111,12.340601895195844,0.25569429337884814,1.1683415598708908,12,3,"High Arousal, Low Valence"
112,21.98692073754759,0.7745023904572489,2.6159325769541972,0,4,Baseline
112,16.746666561625975,0.524350877385352,2.1010625189621166,1,1,"Low Arousal, High Valence"
112,21.703641386908888,0.9311349303244196,4.660319600344874,2,2,"Low Arousal, Low Valence"
112,17.557955870368257,0.8892702247391386,4.3012426174567615,3,0,"High Arousal, High Valence"
112,15.43016803222392,0.35922216975951604,1.476293281642313,4,1,"Low Arousal, High Valence"
112,18.23610558579815,0.6251728230676222,4.026305577184825,5,0,"High Arousal, High Valence"
112,28.523269710581783,1.3664486745733748,6.1394009992520715,6,3,"High Arousal, Low Valence"
112,14.646038234979661,0.21152983067836806,0.9360138493853629,7,1,"Low Arousal, High Valence"
112,22.661253203303172,1.55846904479307,7.797331885334273,8,2,"Low Arousal, Low Valence"
112,19.673670610855073,0.3142126301877594,1.705411906638858,9,2,"Low Arousal, Low Valence"
112,21.01964845497089,1.031764145209205,5.145182651005669,10,0,"High Arousal, High Valence"
112,28.07273921622069,1.1819306831978844,4.5370990267302425,11,3,"High Arousal, Low Valence"
112,27.391762899574076,1.3001796512519277,7.298905161619103,12,3,"High Arousal, Low Valence"
113,5.822778471698778,0.7837950021688666,3.8401533500930913,0,4,Baseline
113,6.592002388024471,0.7803899052351361,3.917746098662489,1,1,"Low Arousal, High Valence"
113,5.721727115636612,0.32925653499475405,1.1887843632196544,2,2,"Low Arousal, Low Valence"
113,5.800858161638036,0.14332642290785455,0.5842609545450435,3,0,"High Arousal, High Valence"
113,6.92510711505713,0.5800600097688738,3.0991544898210472,4,1,"Low Arousal, High Valence"
113,6.165593716815404,0.20452940427363983,0.9096145488760934,5,0,"High Arousal, High Valence"
113,7.5704308965592615,0.39021316797092426,2.404088054827386,6,3,"High Arousal, Low Valence"
113,6.163232409011047,1.12485141753605,6.74128129940647,7,1,"Low Arousal, High Valence"
113,6.323621690536229,0.4207366719096442,1.9330979746479553,8,2,"Low Arousal, Low Valence"
113,5.50346498990702,0.14931342831818983,0.5397461608323137,9,2,"Low Arousal, Low Valence"
113,8.35578308218117,1.0411668040634643,4.723416028194444,10,0,"High Arousal, High Valence"
113,9.195623383134997,1.0781480956905145,3.4868082887033003,11,3,"High Arousal, Low Valence"
113,5.8169179532209485,0.12988093579906998,0.4618765573458603,12,3,"High Arousal, Low Valence"
114,3.9325169763696852,0.1796874660941709,0.6598395353931021,0,4,Baseline
114,3.2988739578891835,0.04474910797714515,0.20482429278872738,1,1,"Low Arousal, High Valence"
114,4.2035761029856005,0.14328857099812725,0.5345473795253581,2,2,"Low Arousal, Low Valence"
114,4.711342187148291,0.2450024078698486,0.979221562567604,3,0,"High Arousal, High Valence"
114,3.568323819299198,0.05952864943666684,0.23641312082606047,4,1,"Low Arousal, High Valence"
114,4.757067193059154,0.15121417793395542,0.5643146118704605,5,0,"High Arousal, High Valence"
114,5.438088885106471,0.36912572892799245,2.2213570483392164,6,3,"High Arousal, Low Valence"
114,3.427018114261163,0.055393460013796886,0.2659482446545445,7,1,"Low Arousal, High Valence"
114,4.382759197127454,0.11236953978857103,0.5179175964869387,8,2,"Low Arousal, Low Valence"
114,4.085725815141436,0.07797145101995825,0.37608987178125863,9,2,"Low Arousal, Low Valence"
114,5.291581218203363,0.43359642486823563,1.6023684338158146,10,0,"High Arousal, High Valence"
114,4.947263113965197,0.6690471863118649,2.497781556063932,11,3,"High Arousal, Low Valence"
114,4.079313930466608,0.14699531964742016,0.5487116923456217,12,3,"High Arousal, Low Valence"
115,5.478671188591941,0.3680928783076966,1.3332644190406242,0,4,Baseline
115,4.735857430493286,0.10220851492653754,0.45893771056587784,1,1,"Low Arousal, High Valence"
115,4.992148207024332,0.21732908528551895,0.715123766716987,2,2,"Low Arousal, Low Valence"
115,4.599858887591766,0.12521084016091275,0.4186478210685518,3,0,"High Arousal, High Valence"
115,4.6033596024960906,0.07623158868426638,0.3805293408389838,4,1,"Low Arousal, High Valence"
115,4.735491145364043,0.0822979467017163,0.2965712303628756,5,0,"High Arousal, High Valence"
115,6.732395858439266,0.7318421840540735,3.069300868683455,6,3,"High Arousal, Low Valence"
115,4.872134636086898,0.13514482197758318,0.4995131968441333,7,1,"Low Arousal, High Valence"
115,4.986537713888777,0.2320451073965378,0.8339507128378747,8,2,"Low Arousal, Low Valence"
115,5.0297962447373665,0.1163102652364202,0.5749519484273424,9,2,"Low Arousal, Low Valence"
115,6.334831930059227,0.35953281156748473,1.9602333330692927,10,0,"High Arousal, High Valence"
115,5.4946353681546505,0.7806982444086709,3.0170939070030904,11,3,"High Arousal, Low Valence"
115,5.292838087688175,0.1327511585146451,0.5262672432169548,12,3,"High Arousal, Low Valence"
116,11.453448040307382,0.6077461193651094,3.397807581438153,0,4,Baseline
116,11.009179175308372,0.6123692149718802,2.764126021486799,1,1,"Low Arousal, High Valence"
116,8.220298883892623,0.7641842852881444,3.406348746086241,2,2,"Low Arousal, Low Valence"
116,9.347604729738253,0.44491038817991146,1.8540896921978245,3,0,"High Arousal, High Valence"
116,11.278048924653172,0.6238913104624362,2.4947309270392495,4,1,"Low Arousal, High Valence"
116,10.95738699157992,0.7042162335506076,2.6541011664602596,5,0,"High Arousal, High Valence"
116,10.278192501795258,0.44799084701825304,2.336660180802834,6,3,"High Arousal, Low Valence"
116,11.857987594663587,0.9186921393383826,3.6352669320714934,7,1,"Low Arousal, High Valence"
116,8.249295625786816,0.3261430513292168,1.629668796097615,8,2,"Low Arousal, Low Valence"
116,8.422219879507775,0.43949018505359855,2.008196994874207,9,2,"Low Arousal, Low Valence"
116,11.07060387872767,0.6200215276399742,3.130537803715198,10,0,"High Arousal, High Valence"
116,9.577624815761054,0.6104768574959264,2.962818213270328,11,3,"High Arousal, Low Valence"
116,9.22459078581497,0.5362947135642164,2.5233290649704188,12,3,"High Arousal, Low Valence"
117,9.26458739287659,0.4608307281191649,1.798735726906978,0,4,Baseline
117,8.362939981891786,0.2542710398461473,1.7673430640925911,1,1,"Low Arousal, High Valence"
117,10.692954724580616,0.501379600835593,1.656543791520983,2,2,"Low Arousal, Low Valence"
117,12.349266003888816,0.8044294530462192,4.369628209140394,3,0,"High Arousal, High Valence"
117,9.077323379355308,0.5186513854261858,3.350554209826676,4,1,"Low Arousal, High Valence"
117,13.397680111430798,1.4060772622982955,6.095696071096125,5,0,"High Arousal, High Valence"
117,13.307850429226036,1.1689667645994697,6.824367318212575,6,3,"High Arousal, Low Valence"
117,8.700289444829608,0.3301488215543283,1.5959671184262376,7,1,"Low Arousal, High Valence"
117,9.74182143296802,0.4288495996009002,1.675438783847646,8,2,"Low Arousal, Low Valence"
117,9.732886847031532,0.27507578957333595,1.4605770000457987,9,2,"Low Arousal, Low Valence"
117,11.999238009891652,1.1020332252346252,5.264951211057468,10,0,"High Arousal, High Valence"
117,10.348245181975416,1.032025802727466,3.7677809400160776,11,3,"High Arousal, Low Valence"
117,9.097224390148442,0.5097054620402547,2.4678281980664245,12,3,"High Arousal, Low Valence"
118,5.220280372192806,0.41646697717548553,1.55234396156688,0,4,Baseline
118,5.834819084353744,0.2359278633207227,0.9605040645963818,1,1,"Low Arousal, High Valence"
118,6.542063125897616,0.42856301302209127,1.9877563899855142,2,2,"Low Arousal, Low Valence"
118,5.962789164310624,0.28469223410290556,1.1933496978377613,3,0,"High Arousal, High Valence"
118,6.093406540849011,0.33519993670088727,1.418877500529053,4,1,"Low Arousal, High Valence"
118,5.564086330248041,0.08359057907074496,0.3470304529424322,5,0,"High Arousal, High Valence"
118,9.43751994810006,0.7708895984205937,2.9371040280666225,6,3,"High Arousal, Low Valence"
118,5.832296039532837,0.20544533090991335,0.8113435840021488,7,1,"Low Arousal, High Valence"
118,6.498454936965138,0.40688727497772725,1.7114793111955402,8,2,"Low Arousal, Low Valence"
118,5.6661749163953825,0.19990595908952044,0.9883567396031596,9,2,"Low Arousal, Low Valence"
118,6.967515228134767,0.6048910298607137,2.9567552351355424,10,0,"High Arousal, High Valence"
118,8.93054008025657,0.4815141143616503,1.9879133161037643,11,3,"High Arousal, Low Valence"
119,-1.4020789950034183e-05,0.11226876569418583,1.0415279053871649,0,4,Baseline
119,-9.72840606407021e-06,0.12015075928612524,1.1893220935289799,1,1,"Low Arousal, High Valence"
119,-1.3926073189787711e-05,0.1316170118898864,1.2843149313344036,2,2,"Low Arousal, Low Valence"
119,-4.655691517257108e-06,0.10848631726301551,0.9912082674716947,3,0,"High Arousal, High Valence"
119,5.772062617886863e-06,0.12165897303991205,1.2252129517247758,4,1,"Low Arousal, High Valence"
119,-3.558542006294841e-06,0.11025664101481654,1.0075108392422505,5,0,"High Arousal, High Valence"
119,-0.00010275076263339551,0.11222408353266994,1.0045858241556123,6,3,"High Arousal, Low Valence"
119,7.993840089765837e-06,0.12282520724455527,1.2446676873951956,7,1,"Low Arousal, High Valence"
119,-1.3079594495014763e-06,0.1146742357218686,1.0956567884796622,8,2,"Low Arousal, Low Valence"
119,-2.0755350816778107e-05,0.12115979193783541,1.2323737996968869,9,2,"Low Arousal, Low Valence"
119,1.4346603923512908e-05,0.11103242700883313,1.011972815892628,10,0,"High Arousal, High Valence"
119,7.824454367439814e-05,0.11315376570686829,1.0379618519955283,11,3,"High Arousal, Low Valence"
119,-1.3599261790218756e-06,0.11348349933912347,1.0209840711899993,12,3,"High Arousal, Low Valence"
120,9.346247939103604,0.18435138858973893,0.8193660455540233,0,4,Baseline
120,8.300912956394194,0.6020181270682835,3.5779010246473932,1,1,"Low Arousal, High Valence"
120,10.580927318214535,0.7514691865063919,3.2171027243096955,2,2,"Low Arousal, Low Valence"
120,9.955155471068009,0.5182004958219761,2.579166233653929,3,0,"High Arousal, High Valence"
120,8.281710661709866,0.5221346787166855,2.1938173100884066,4,1,"Low Arousal, High Valence"
120,10.46445586429884,1.118680031804381,6.177684233972984,5,0,"High Arousal, High Valence"
120,12.403349039636336,0.9246640650184831,4.239299654616472,6,3,"High Arousal, Low Valence"
120,8.518134290683186,0.5224588271411826,2.729815291459561,7,1,"Low Arousal, High Valence"
120,11.145183726579786,0.7422474694801956,4.01263471603051,8,2,"Low Arousal, Low Valence"
120,10.039585397395342,0.44639265152661994,1.7844149189222023,9,2,"Low Arousal, Low Valence"
120,9.703288422082588,0.6592102645443441,3.0802669608210778,10,0,"High Arousal, High Valence"
120,13.50982046098635,1.2676078166739966,6.4658662243112985,11,3,"High Arousal, Low Valence"
120,13.58121065659556,1.4653410917802852,6.4264534151705615,12,3,"High Arousal, Low Valence"
121,4.278637633818388,0.27657138246117635,1.0189559843466767,0,4,Baseline
121,5.0239639464741455,0.09937988756495966,0.363531516109143,1,1,"Low Arousal, High Valence"
121,4.4640013881496445,0.20344290366687282,0.7445334667099086,2,2,"Low Arousal, Low Valence"
121,7.586663644235035,0.2685794811911907,0.9597881487997713,3,0,"High Arousal, High Valence"
121,4.330966856961144,0.0999961022430803,0.4145924316749472,4,1,"Low Arousal, High Valence"
121,5.7982882527885335,0.10092923779132841,0.41476351602365735,5,0,"High Arousal, High Valence"
121,8.285324757822071,0.6772062267377701,2.33640833241805,6,3,"High Arousal, Low Valence"
121,4.289240006539673,0.06916637854679467,0.2274205504395148,7,1,"Low Arousal, High Valence"
121,4.055471330344559,0.0523873923294398,0.2300672594781159,8,2,"Low Arousal, Low Valence"
121,4.084654132114326,0.0572219733888277,0.22396960823943246,9,2,"Low Arousal, Low Valence"
121,6.05512703713757,0.8147767644948866,2.4435032324311097,10,0,"High Arousal, High Valence"
121,6.119589228151214,0.8825393198703385,3.22115808584267,11,3,"High Arousal, Low Valence"
121,6.644099294696393,0.18737422280066743,1.3717800445597321,12,3,"High Arousal, Low Valence"
122,9.285096586013932,0.6028158936082044,2.235640358045597,0,4,Baseline
122,8.398470961111231,0.13420442645796313,0.6770778734359997,1,1,"Low Arousal, High Valence"
122,8.955377883325761,0.32795710410804807,1.7119930658282634,2,2,"Low Arousal, Low Valence"
122,7.311976192399247,0.12192986114248565,0.4482017270718517,3,0,"High Arousal, High Valence"
122,8.291649984042909,0.2019438348859465,0.753246412140876,4,1,"Low Arousal, High Valence"
122,7.608721905064439,0.12391969773461853,0.4763495071271908,5,0,"High Arousal, High Valence"
122,12.815558327002107,1.2679516682847185,5.551303164029779,6,3,"High Arousal, Low Valence"
122,8.247495259155798,0.2641512660327945,1.4392708244219579,7,1,"Low Arousal, High Valence"
122,9.53720776243372,0.22165563679107728,1.1393397755371577,8,2,"Low Arousal, Low Valence"
122,8.804202755690078,0.14295616668988334,0.5603065507753993,9,2,"Low Arousal, Low Valence"
122,7.581223751142997,0.27847063418432894,1.1847370247051456,10,0,"High Arousal, High Valence"
122,11.668530975979559,0.7750819500492407,3.0989511114902903,11,3,"High Arousal, Low Valence"
122,10.06377832253772,0.2269661285254073,1.007050969596591,12,3,"High Arousal, Low Valence"
123,8.780059579895484,0.35006210378899316,1.3018732487508746,0,4,Baseline
123,8.097930015573501,0.6068872728686294,2.161119283660298,1,1,"Low Arousal, High Valence"
123,6.117055442733117,0.2615514057393018,1.1135851790220164,2,2,"Low Arousal, Low Valence"
123,6.906107518668577,0.32974138696553734,1.4576233191644121,3,0,"High Arousal, High Valence"
123,8.774773044782709,0.6153775263378678,2.330412408394844,4,1,"Low Arousal, High Valence"
123,6.856295038996652,0.15760987442607374,0.8183173921973745,5,0,"High Arousal, High Valence"
123,9.538346388902205,0.47633567033036794,2.5519800262247694,6,3,"High Arousal, Low Valence"
123,7.9120751135954555,0.536411623863863,2.583730220464246,7,1,"Low Arousal, High Valence"
123,6.41376315510515,0.3083369988828199,1.6030603762301352,8,2,"Low Arousal, Low Valence"
123,6.178724923626521,0.2010486370123346,0.8897789513816514,9,2,"Low Arousal, Low Valence"
123,7.088517427407933,0.13850849348369537,0.8337106298913355,10,0,"High Arousal, High Valence"
123,9.278038638898327,1.0341149564510141,3.5462868616243366,11,3,"High Arousal, Low Valence"
123,7.2055555592574905,0.20474857385457998,1.1217267943945988,12,3,"High Arousal, Low Valence"
124,17.2123272036127,0.5859918996760539,2.1898439373009673,0,4,Baseline
124,19.270646658605443,1.0955702141793444,5.014707237258349,1,1,"Low Arousal, High Valence"
124,18.47259973213831,1.0803777579966598,6.686325702741144,2,2,"Low Arousal, Low Valence"
124,19.08022746197813,0.44157799584443586,1.970795887262284,3,0,"High Arousal, High Valence"
124,17.95440201141658,0.9201087763741452,5.260177125371161,4,1,"Low Arousal, High Valence"
124,18.976189993312577,0.4413418239943619,2.5737026484236765,5,0,"High Arousal, High Valence"
124,18.41273745118446,1.2041367194672734,5.060027280553715,6,3,"High Arousal, Low Valence"
124,19.525836503356775,0.7472055859083473,4.214337737542223,7,1,"Low Arousal, High Valence"
124,17.004749167649212,0.36263632829749726,1.3693552847097337,8,2,"Low Arousal, Low Valence"
124,18.665056274204083,0.4755936249791487,2.2063660398434592,9,2,"Low Arousal, Low Valence"
124,21.107796546949494,1.0534213275168216,5.051015602021337,10,0,"High Arousal, High Valence"
